"Index","Price"
2018-04-08 00:00:59,6898
2018-04-08 00:01:59,6897.5
2018-04-08 00:02:59,6903.5
2018-04-08 00:03:58,6905.5
2018-04-08 00:04:59,6909
2018-04-08 00:05:59,6918
2018-04-08 00:06:59,6916.5
2018-04-08 00:07:58,6918
2018-04-08 00:08:59,6924.5
2018-04-08 00:09:59,6924.5
2018-04-08 00:10:59,6917.5
2018-04-08 00:11:59,6919
2018-04-08 00:12:59,6916
2018-04-08 00:13:58,6926.5
2018-04-08 00:14:59,6918
2018-04-08 00:15:59,6922
2018-04-08 00:16:57,6923
2018-04-08 00:17:58,6922.5
2018-04-08 00:18:57,6931
2018-04-08 00:19:59,6935
2018-04-08 00:20:59,6993
2018-04-08 00:21:59,6980.5
2018-04-08 00:22:59,6972.5
2018-04-08 00:23:59,6967.5
2018-04-08 00:24:59,6970
2018-04-08 00:25:59,6968.5
2018-04-08 00:26:59,6958
2018-04-08 00:27:59,6961
2018-04-08 00:28:59,6970
2018-04-08 00:29:59,6960.5
2018-04-08 00:30:59,6956.5
2018-04-08 00:31:59,6956.5
2018-04-08 00:32:58,6954
2018-04-08 00:33:59,6952.5
2018-04-08 00:34:57,6952.5
2018-04-08 00:35:58,6957
2018-04-08 00:36:58,6959
2018-04-08 00:37:59,6960
2018-04-08 00:38:58,6959.5
2018-04-08 00:39:59,6956
2018-04-08 00:40:58,6955.5
2018-04-08 00:41:58,6960
2018-04-08 00:42:59,6960.5
2018-04-08 00:43:58,6968.5
2018-04-08 00:44:58,6968
2018-04-08 00:45:58,6970
2018-04-08 00:46:58,6980.5
2018-04-08 00:47:59,6970.5
2018-04-08 00:48:59,6970
2018-04-08 00:49:59,6971.5
2018-04-08 00:50:59,6972.5
2018-04-08 00:51:58,6970.5
2018-04-08 00:52:59,6966
2018-04-08 00:53:59,6963.5
2018-04-08 00:54:59,6959.5
2018-04-08 00:55:57,6965
2018-04-08 00:56:58,6970.5
2018-04-08 00:57:56,6973
2018-04-08 00:58:59,6966
2018-04-08 00:59:59,6963.5
2018-04-08 01:00:59,6965
2018-04-08 01:01:57,6967.5
2018-04-08 01:02:58,6968.5
2018-04-08 01:03:59,6971
2018-04-08 01:04:59,6968.5
2018-04-08 01:05:59,6971
2018-04-08 01:06:59,6982
2018-04-08 01:07:59,6968.5
2018-04-08 01:08:59,6961
2018-04-08 01:09:59,6964
2018-04-08 01:10:57,6964.5
2018-04-08 01:11:59,6948
2018-04-08 01:12:59,6942
2018-04-08 01:13:58,6949.5
2018-04-08 01:14:59,6952.5
2018-04-08 01:15:59,6915
2018-04-08 01:16:59,6925
2018-04-08 01:17:59,6920
2018-04-08 01:18:59,6924
2018-04-08 01:19:59,6930
2018-04-08 01:20:59,6926
2018-04-08 01:21:59,6928
2018-04-08 01:22:59,6932.5
2018-04-08 01:23:59,6928.5
2018-04-08 01:24:58,6925.5
2018-04-08 01:25:59,6927.5
2018-04-08 01:26:59,6926
2018-04-08 01:27:59,6926.5
2018-04-08 01:28:59,6936.5
2018-04-08 01:29:59,6928
2018-04-08 01:30:58,6934
2018-04-08 01:31:58,6940
2018-04-08 01:32:59,6942
2018-04-08 01:33:59,6942
2018-04-08 01:34:52,6934.5
2018-04-08 01:35:59,6933.5
2018-04-08 01:36:58,6933.5
2018-04-08 01:37:50,6933.5
2018-04-08 01:38:59,6940
2018-04-08 01:39:59,6931.5
2018-04-08 01:40:59,6925.5
2018-04-08 01:41:59,6927
2018-04-08 01:42:58,6927.5
2018-04-08 01:43:59,6928.5
2018-04-08 01:44:59,6929.5
2018-04-08 01:45:59,6931.5
2018-04-08 01:46:58,6932
2018-04-08 01:47:58,6938
2018-04-08 01:48:59,6941.5
2018-04-08 01:49:59,6938.5
2018-04-08 01:50:59,6944.5
2018-04-08 01:51:59,6940
2018-04-08 01:52:59,6945
2018-04-08 01:53:59,6945
2018-04-08 01:54:58,6954.5
2018-04-08 01:55:59,6951.5
2018-04-08 01:56:53,6946.5
2018-04-08 01:57:58,6948
2018-04-08 01:58:52,6947
2018-04-08 01:59:59,6940.5
2018-04-08 02:00:59,6931
2018-04-08 02:01:59,6929
2018-04-08 02:02:59,6923
2018-04-08 02:03:59,6919
2018-04-08 02:04:59,6927.5
2018-04-08 02:05:59,6925.5
2018-04-08 02:06:59,6921
2018-04-08 02:07:59,6927.5
2018-04-08 02:08:59,6922
2018-04-08 02:09:59,6926.5
2018-04-08 02:10:55,6929
2018-04-08 02:11:57,6926.5
2018-04-08 02:12:55,6926
2018-04-08 02:13:56,6926
2018-04-08 02:14:59,6926
2018-04-08 02:15:59,6929
2018-04-08 02:16:59,6935
2018-04-08 02:17:59,6933.5
2018-04-08 02:18:58,6933.5
2018-04-08 02:19:52,6934
2018-04-08 02:20:57,6935
2018-04-08 02:21:59,6940.5
2018-04-08 02:22:59,6941
2018-04-08 02:23:58,6945
2018-04-08 02:24:59,6949
2018-04-08 02:25:59,6942
2018-04-08 02:26:58,6942
2018-04-08 02:27:59,6944
2018-04-08 02:28:51,6942
2018-04-08 02:29:58,6947.5
2018-04-08 02:30:59,6948.5
2018-04-08 02:31:53,6943
2018-04-08 02:32:59,6939.5
2018-04-08 02:33:58,6946.5
2018-04-08 02:34:56,6946.5
2018-04-08 02:35:59,6960.5
2018-04-08 02:36:59,6955
2018-04-08 02:37:59,6965
2018-04-08 02:38:59,6959
2018-04-08 02:39:59,6953.5
2018-04-08 02:40:57,6946.5
2018-04-08 02:41:59,6948
2018-04-08 02:42:54,6954.5
2018-04-08 02:43:59,6954
2018-04-08 02:44:59,6953.5
2018-04-08 02:45:59,6950.5
2018-04-08 02:46:59,6946
2018-04-08 02:47:52,6946
2018-04-08 02:48:59,6941
2018-04-08 02:49:55,6944.5
2018-04-08 02:50:55,6944
2018-04-08 02:51:58,6941.5
2018-04-08 02:52:59,6941.5
2018-04-08 02:53:59,6934
2018-04-08 02:54:58,6938
2018-04-08 02:55:59,6937
2018-04-08 02:56:57,6937.5
2018-04-08 02:57:59,6944
2018-04-08 02:58:59,6944
2018-04-08 02:59:54,6943.5
2018-04-08 03:00:59,6944
2018-04-08 03:01:53,6943.5
2018-04-08 03:02:59,6944
2018-04-08 03:03:52,6944
2018-04-08 03:04:59,6943.5
2018-04-08 03:05:59,6937.5
2018-04-08 03:06:59,6933
2018-04-08 03:07:56,6935
2018-04-08 03:08:57,6936.5
2018-04-08 03:09:59,6936
2018-04-08 03:10:56,6936.5
2018-04-08 03:11:44,6937
2018-04-08 03:12:58,6936.5
2018-04-08 03:13:56,6936.5
2018-04-08 03:14:59,6930.5
2018-04-08 03:15:59,6938.5
2018-04-08 03:16:58,6939
2018-04-08 03:17:57,6941
2018-04-08 03:18:57,6949
2018-04-08 03:19:59,6949.5
2018-04-08 03:20:59,6949.5
2018-04-08 03:21:59,6951
2018-04-08 03:22:58,6952.5
2018-04-08 03:23:57,6951
2018-04-08 03:24:57,6948
2018-04-08 03:25:56,6947
2018-04-08 03:26:59,6947
2018-04-08 03:27:54,6947
2018-04-08 03:28:59,6948
2018-04-08 03:29:58,6950
2018-04-08 03:30:59,6955
2018-04-08 03:31:59,6953.5
2018-04-08 03:32:58,6954.5
2018-04-08 03:33:59,6957.5
2018-04-08 03:34:59,6952
2018-04-08 03:35:58,6952
2018-04-08 03:36:58,6948
2018-04-08 03:37:59,6945.5
2018-04-08 03:38:59,6946
2018-04-08 03:39:59,6947
2018-04-08 03:40:57,6948.5
2018-04-08 03:41:54,6949.5
2018-04-08 03:42:54,6947
2018-04-08 03:43:56,6947
2018-04-08 03:44:57,6947
2018-04-08 03:45:59,6947
2018-04-08 03:46:57,6951.5
2018-04-08 03:47:56,6953.5
2018-04-08 03:48:59,6951.5
2018-04-08 03:49:57,6950.5
2018-04-08 03:50:59,6951.5
2018-04-08 03:51:56,6954
2018-04-08 03:52:56,6954
2018-04-08 03:53:57,6954
2018-04-08 03:54:58,6953.5
2018-04-08 03:55:59,6963
2018-04-08 03:56:59,6960
2018-04-08 03:57:57,6962
2018-04-08 03:58:59,6962.5
2018-04-08 03:59:59,6964
2018-04-08 04:00:59,6965
2018-04-08 04:01:58,6960.5
2018-04-08 04:02:59,6961.5
2018-04-08 04:03:56,6961.5
2018-04-08 04:04:57,6962
2018-04-08 04:05:59,6952.5
2018-04-08 04:06:58,6953.5
2018-04-08 04:07:57,6957.5
2018-04-08 04:08:56,6957
2018-04-08 04:09:57,6957.5
2018-04-08 04:10:59,6957
2018-04-08 04:11:59,6953.5
2018-04-08 04:12:58,6954
2018-04-08 04:13:59,6953.5
2018-04-08 04:14:58,6955
2018-04-08 04:15:57,6955.5
2018-04-08 04:16:58,6958
2018-04-08 04:17:58,6958
