"Index","Price"
2018-06-01 00:00:58,7482
2018-06-01 00:01:57,7484
2018-06-01 00:02:58,7484
2018-06-01 00:03:59,7484
2018-06-01 00:04:58,7485
2018-06-01 00:05:58,7492
2018-06-01 00:06:58,7495
2018-06-01 00:07:59,7503
2018-06-01 00:08:59,7516.5
2018-06-01 00:09:59,7514
2018-06-01 00:10:59,7507.5
2018-06-01 00:11:59,7508.5
2018-06-01 00:12:58,7508.5
2018-06-01 00:13:59,7506
2018-06-01 00:14:59,7500
2018-06-01 00:15:59,7499.5
2018-06-01 00:16:59,7498
2018-06-01 00:17:59,7493.5
2018-06-01 00:18:59,7499
2018-06-01 00:19:59,7496.5
2018-06-01 00:20:59,7496
2018-06-01 00:21:58,7496.5
2018-06-01 00:22:59,7510
2018-06-01 00:23:59,7505.5
2018-06-01 00:24:59,7507.5
2018-06-01 00:25:59,7503.5
2018-06-01 00:26:59,7506
2018-06-01 00:27:59,7506
2018-06-01 00:28:59,7505.5
2018-06-01 00:29:59,7507
2018-06-01 00:30:59,7511.5
2018-06-01 00:31:59,7511.5
2018-06-01 00:32:59,7508
2018-06-01 00:33:59,7510
2018-06-01 00:34:56,7508
2018-06-01 00:35:53,7507
2018-06-01 00:36:56,7506.5
2018-06-01 00:37:59,7507
2018-06-01 00:38:56,7506
2018-06-01 00:39:56,7505
2018-06-01 00:40:59,7504.5
2018-06-01 00:41:59,7503.5
2018-06-01 00:42:59,7503.5
2018-06-01 00:43:59,7503.5
2018-06-01 00:44:53,7506.5
2018-06-01 00:45:53,7506
2018-06-01 00:46:56,7506.5
2018-06-01 00:47:59,7506
2018-06-01 00:48:58,7505
2018-06-01 00:49:58,7505
2018-06-01 00:50:59,7505.5
2018-06-01 00:51:59,7505.5
2018-06-01 00:52:59,7505.5
2018-06-01 00:53:59,7502
2018-06-01 00:54:59,7494.5
2018-06-01 00:55:59,7498.5
2018-06-01 00:56:53,7500.5
2018-06-01 00:57:58,7502.5
2018-06-01 00:58:59,7503.5
2018-06-01 00:59:56,7504
2018-06-01 01:00:59,7497.5
2018-06-01 01:01:58,7497.5
2018-06-01 01:02:56,7498
2018-06-01 01:03:59,7492
2018-06-01 01:04:57,7491
2018-06-01 01:05:59,7488
2018-06-01 01:06:59,7486.5
2018-06-01 01:07:59,7483.5
2018-06-01 01:08:59,7482.5
2018-06-01 01:09:59,7477.5
2018-06-01 01:10:59,7480.5
2018-06-01 01:11:59,7479
2018-06-01 01:12:59,7475
2018-06-01 01:13:57,7481
2018-06-01 01:14:58,7483.5
2018-06-01 01:15:59,7486.5
2018-06-01 01:16:59,7486.5
2018-06-01 01:17:59,7490
2018-06-01 01:18:59,7491.5
2018-06-01 01:19:58,7491.5
2018-06-01 01:20:58,7492
2018-06-01 01:21:59,7492
2018-06-01 01:22:58,7495
2018-06-01 01:23:59,7496
2018-06-01 01:24:57,7496
2018-06-01 01:25:58,7496.5
2018-06-01 01:26:58,7496.5
2018-06-01 01:27:57,7496
2018-06-01 01:28:57,7496.5
2018-06-01 01:29:59,7496
2018-06-01 01:30:59,7490.5
2018-06-01 01:31:58,7489.5
2018-06-01 01:32:58,7489
2018-06-01 01:33:57,7485
2018-06-01 01:34:59,7485.5
2018-06-01 01:35:59,7484
2018-06-01 01:36:59,7493
2018-06-01 01:37:57,7493
2018-06-01 01:38:59,7497
2018-06-01 01:39:59,7497.5
2018-06-01 01:40:59,7499
2018-06-01 01:41:59,7496
2018-06-01 01:42:53,7493.5
2018-06-01 01:43:59,7492
2018-06-01 01:44:58,7494.5
2018-06-01 01:45:58,7494.5
2018-06-01 01:46:56,7494.5
2018-06-01 01:47:55,7494.5
2018-06-01 01:48:47,7495
2018-06-01 01:49:59,7494.5
2018-06-01 01:50:59,7492
2018-06-01 01:51:59,7492.5
2018-06-01 01:52:59,7486
