"Index","Price"
2018-05-18 00:00:58,8060
2018-05-18 00:01:59,8056.5
2018-05-18 00:02:59,8048
2018-05-18 00:03:59,8037.5
2018-05-18 00:04:58,8036.5
2018-05-18 00:05:59,8042
2018-05-18 00:06:59,8042
2018-05-18 00:07:59,8050
2018-05-18 00:08:57,8049
2018-05-18 00:09:59,8054.5
2018-05-18 00:10:59,8059.5
2018-05-18 00:11:59,8062
2018-05-18 00:12:59,8061
2018-05-18 00:13:59,8053
2018-05-18 00:14:59,8053
2018-05-18 00:15:59,8053
2018-05-18 00:16:58,8035
2018-05-18 00:17:59,8035
2018-05-18 00:18:59,8035.5
2018-05-18 00:19:59,8040.5
2018-05-18 00:20:59,8044
2018-05-18 00:21:58,8044.5
2018-05-18 00:22:58,8041.5
2018-05-18 00:23:59,8037
2018-05-18 00:24:58,8029.5
2018-05-18 00:25:59,8034
2018-05-18 00:26:59,8036.5
2018-05-18 00:27:58,8036
2018-05-18 00:28:59,8032
2018-05-18 00:29:59,8028.5
2018-05-18 00:30:58,8031
2018-05-18 00:31:54,8031.5
2018-05-18 00:32:58,8030
2018-05-18 00:33:59,8027.5
2018-05-18 00:34:57,8027.5
2018-05-18 00:35:59,8025.5
2018-05-18 00:36:59,8018
2018-05-18 00:37:59,8015.5
2018-05-18 00:38:59,8011
2018-05-18 00:39:59,8018
2018-05-18 00:40:59,8005
2018-05-18 00:41:59,7992
2018-05-18 00:42:59,7926.5
2018-05-18 00:43:59,7954.5
2018-05-18 00:44:59,7958.5
2018-05-18 00:45:59,7948
2018-05-18 00:46:59,7943
2018-05-18 00:47:59,7950
2018-05-18 00:48:59,7960
2018-05-18 00:49:59,7962.5
2018-05-18 00:50:59,7955
2018-05-18 00:51:59,7928
2018-05-18 00:52:59,7946
2018-05-18 00:53:59,7934.5
2018-05-18 00:54:59,7926
2018-05-18 00:55:59,7929.5
2018-05-18 00:56:59,7939.5
2018-05-18 00:57:59,7972
2018-05-18 00:58:59,7952
2018-05-18 00:59:59,7955
2018-05-18 01:00:59,7961
2018-05-18 01:01:58,7960
2018-05-18 01:02:58,7950.5
2018-05-18 01:03:59,7940.5
2018-05-18 01:04:59,7947.5
2018-05-18 01:05:58,7947
2018-05-18 01:06:58,7954.5
2018-05-18 01:07:59,7955.5
2018-05-18 01:08:59,7964
2018-05-18 01:09:59,7972
2018-05-18 01:10:59,7971.5
2018-05-18 01:11:59,7973
2018-05-18 01:12:59,7967
2018-05-18 01:13:58,7966
2018-05-18 01:14:58,7970
2018-05-18 01:15:59,7974.5
2018-05-18 01:16:58,7971
2018-05-18 01:17:59,7969
2018-05-18 01:18:59,7967.5
2018-05-18 01:19:58,7965.5
2018-05-18 01:20:58,7968.5
2018-05-18 01:21:59,7975
2018-05-18 01:22:59,7971.5
2018-05-18 01:23:59,7975
2018-05-18 01:24:59,7980
2018-05-18 01:25:59,7977
2018-05-18 01:26:59,7975
2018-05-18 01:27:58,7972.5
2018-05-18 01:28:58,7969.5
2018-05-18 01:29:59,7965.5
2018-05-18 01:30:59,7983
2018-05-18 01:31:59,7971
2018-05-18 01:32:57,7976
2018-05-18 01:33:59,7976
2018-05-18 01:34:59,7983
2018-05-18 01:35:59,7989.5
2018-05-18 01:36:59,7995.5
2018-05-18 01:37:59,7978.5
2018-05-18 01:38:59,7981.5
2018-05-18 01:39:59,7980.5
2018-05-18 01:40:59,7987.5
2018-05-18 01:41:59,7987.5
2018-05-18 01:42:55,7987.5
2018-05-18 01:43:59,7986
2018-05-18 01:44:58,7973.5
2018-05-18 01:45:56,7983.5
2018-05-18 01:46:59,7997.5
2018-05-18 01:47:59,7997
2018-05-18 01:48:59,7987
2018-05-18 01:49:59,7993
2018-05-18 01:50:58,7992
2018-05-18 01:51:59,7985
2018-05-18 01:52:58,7981
2018-05-18 01:53:59,7986.5
2018-05-18 01:54:59,7987.5
2018-05-18 01:55:58,7987.5
2018-05-18 01:56:57,7984
2018-05-18 01:57:59,7981.5
2018-05-18 01:58:59,7972.5
2018-05-18 01:59:58,7975.5
2018-05-18 02:00:58,7977.5
2018-05-18 02:01:59,7970
2018-05-18 02:02:59,7967
2018-05-18 02:03:57,7960
2018-05-18 02:04:59,7963
2018-05-18 02:05:59,7959.5
2018-05-18 02:06:59,7956
2018-05-18 02:07:59,7962
2018-05-18 02:08:59,7961
2018-05-18 02:09:59,7960
2018-05-18 02:10:59,7959.5
2018-05-18 02:11:59,7961
2018-05-18 02:12:54,7960
2018-05-18 02:13:58,7960.5
2018-05-18 02:14:58,7962
2018-05-18 02:15:59,7967
