"Index","Price"
2019-11-05 00:00:59,9426.5
2019-11-05 00:01:59,9426.5
2019-11-05 00:02:58,9418.5
2019-11-05 00:03:59,9405
2019-11-05 00:04:59,9405.5
2019-11-05 00:05:58,9403
2019-11-05 00:06:59,9403
2019-11-05 00:07:58,9392
2019-11-05 00:08:59,9400
2019-11-05 00:09:59,9396
2019-11-05 00:10:59,9395.5
2019-11-05 00:11:59,9395.5
2019-11-05 00:12:57,9396
2019-11-05 00:13:59,9396
2019-11-05 00:14:58,9395.5
2019-11-05 00:15:59,9388.5
2019-11-05 00:16:59,9389.5
2019-11-05 00:17:58,9387.5
2019-11-05 00:18:59,9385.5
2019-11-05 00:19:59,9383.5
2019-11-05 00:20:59,9382.5
2019-11-05 00:21:59,9387.5
2019-11-05 00:22:59,9396
2019-11-05 00:23:59,9400
2019-11-05 00:24:59,9402
2019-11-05 00:25:59,9397.5
2019-11-05 00:26:59,9392.5
2019-11-05 00:27:59,9391.5
2019-11-05 00:28:54,9392
2019-11-05 00:29:59,9392
2019-11-05 00:30:59,9395
2019-11-05 00:31:59,9396.5
2019-11-05 00:32:59,9395
2019-11-05 00:33:58,9392.5
2019-11-05 00:34:58,9390.5
2019-11-05 00:35:59,9390.5
2019-11-05 00:36:59,9391
2019-11-05 00:37:58,9391
2019-11-05 00:38:59,9391.5
2019-11-05 00:39:56,9396
2019-11-05 00:40:56,9396
2019-11-05 00:41:58,9396.5
2019-11-05 00:42:59,9396
2019-11-05 00:43:54,9396.5
2019-11-05 00:44:59,9396
2019-11-05 00:45:59,9396.5
2019-11-05 00:46:59,9399.5
2019-11-05 00:47:59,9400
2019-11-05 00:48:59,9404
2019-11-05 00:49:58,9404
2019-11-05 00:50:58,9403.5
2019-11-05 00:51:59,9402
2019-11-05 00:52:57,9396.5
2019-11-05 00:53:54,9396
2019-11-05 00:54:58,9396.5
2019-11-05 00:55:59,9396
2019-11-05 00:56:59,9396.5
2019-11-05 00:57:59,9396.5
2019-11-05 00:58:59,9397.5
2019-11-05 00:59:59,9397.5
2019-11-05 01:00:59,9399
2019-11-05 01:01:57,9400.5
2019-11-05 01:02:57,9400.5
2019-11-05 01:03:59,9406
2019-11-05 01:04:57,9409
2019-11-05 01:05:58,9409.5
2019-11-05 01:06:59,9409.5
2019-11-05 01:07:58,9417.5
2019-11-05 01:08:59,9418
2019-11-05 01:09:59,9418
2019-11-05 01:10:59,9418
2019-11-05 01:11:58,9417.5
2019-11-05 01:12:54,9417.5
2019-11-05 01:13:59,9417.5
2019-11-05 01:14:59,9418
2019-11-05 01:15:59,9420
2019-11-05 01:16:59,9420
2019-11-05 01:17:59,9419
2019-11-05 01:18:59,9417.5
2019-11-05 01:19:59,9418
2019-11-05 01:20:59,9418
2019-11-05 01:21:58,9418
2019-11-05 01:22:54,9418
2019-11-05 01:23:59,9418
2019-11-05 01:24:56,9417.5
2019-11-05 01:25:59,9417.5
2019-11-05 01:26:55,9417.5
2019-11-05 01:27:56,9418
2019-11-05 01:28:54,9418
2019-11-05 01:29:59,9425
2019-11-05 01:30:59,9425
2019-11-05 01:31:59,9430.5
2019-11-05 01:32:59,9439
2019-11-05 01:33:59,9439.5
2019-11-05 01:34:59,9436.5
2019-11-05 01:35:59,9435
2019-11-05 01:36:59,9433.5
2019-11-05 01:37:59,9438
2019-11-05 01:38:59,9442
2019-11-05 01:39:59,9454
2019-11-05 01:40:59,9448.5
2019-11-05 01:41:59,9467
2019-11-05 01:42:59,9460.5
2019-11-05 01:43:59,9467
2019-11-05 01:44:59,9463
2019-11-05 01:45:59,9466.5
2019-11-05 01:46:59,9456
2019-11-05 01:47:59,9457
2019-11-05 01:48:59,9456.5
2019-11-05 01:49:59,9454.5
2019-11-05 01:50:59,9464.5
2019-11-05 01:51:59,9461
2019-11-05 01:52:59,9461
2019-11-05 01:53:59,9465
2019-11-05 01:54:58,9464.5
2019-11-05 01:55:59,9464
2019-11-05 01:56:59,9459
2019-11-05 01:57:59,9454.5
2019-11-05 01:58:58,9451
2019-11-05 01:59:59,9457
2019-11-05 02:00:59,9442
2019-11-05 02:01:59,9441.5
2019-11-05 02:02:59,9446
2019-11-05 02:03:53,9443
2019-11-05 02:04:59,9446.5
2019-11-05 02:05:59,9450
2019-11-05 02:06:59,9450
2019-11-05 02:07:57,9443.5
2019-11-05 02:08:57,9445.5
2019-11-05 02:09:57,9445.5
2019-11-05 02:10:59,9446
2019-11-05 02:11:59,9446
2019-11-05 02:12:56,9446
2019-11-05 02:13:59,9455
2019-11-05 02:14:59,9456
2019-11-05 02:15:59,9455.5
2019-11-05 02:16:55,9455.5
2019-11-05 02:17:57,9464.5
2019-11-05 02:18:59,9473.5
2019-11-05 02:19:59,9476
2019-11-05 02:20:58,9478
2019-11-05 02:21:59,9480.5
2019-11-05 02:22:59,9471
2019-11-05 02:23:59,9464.5
2019-11-05 02:24:58,9470
2019-11-05 02:25:59,9467.5
2019-11-05 02:26:59,9468
2019-11-05 02:27:59,9467.5
2019-11-05 02:28:59,9465
2019-11-05 02:29:58,9461
2019-11-05 02:30:59,9461.5
2019-11-05 02:31:59,9458
2019-11-05 02:32:57,9457.5
2019-11-05 02:33:58,9455.5
2019-11-05 02:34:59,9448
2019-11-05 02:35:59,9455.5
2019-11-05 02:36:57,9449
2019-11-05 02:37:59,9449.5
2019-11-05 02:38:59,9450.5
2019-11-05 02:39:59,9454
2019-11-05 02:40:59,9452.5
2019-11-05 02:41:51,9451.5
2019-11-05 02:42:59,9450
2019-11-05 02:43:59,9442
2019-11-05 02:44:59,9443
2019-11-05 02:45:55,9447
2019-11-05 02:46:59,9449
2019-11-05 02:47:54,9449.5
2019-11-05 02:48:58,9450.5
2019-11-05 02:49:59,9450.5
2019-11-05 02:50:56,9451.5
2019-11-05 02:51:58,9451.5
2019-11-05 02:52:57,9458
2019-11-05 02:53:58,9462
2019-11-05 02:54:59,9464.5
2019-11-05 02:55:59,9473
2019-11-05 02:56:59,9466
2019-11-05 02:57:53,9466.5
2019-11-05 02:58:57,9466
2019-11-05 02:59:56,9466
2019-11-05 03:00:59,9456
2019-11-05 03:01:59,9455.5
2019-11-05 03:02:55,9457.5
2019-11-05 03:03:59,9457.5
2019-11-05 03:04:59,9457
2019-11-05 03:05:58,9452
2019-11-05 03:06:59,9452.5
2019-11-05 03:07:59,9452
2019-11-05 03:08:55,9458
2019-11-05 03:09:59,9457
2019-11-05 03:10:56,9452.5
2019-11-05 03:11:59,9452.5
2019-11-05 03:12:55,9453
2019-11-05 03:13:59,9452.5
2019-11-05 03:14:59,9453
2019-11-05 03:15:59,9452.5
2019-11-05 03:16:58,9451.5
2019-11-05 03:17:56,9451.5
2019-11-05 03:18:59,9451.5
2019-11-05 03:19:57,9452
2019-11-05 03:20:58,9452
2019-11-05 03:21:59,9451
2019-11-05 03:22:59,9446.5
2019-11-05 03:23:59,9444
2019-11-05 03:24:59,9436
2019-11-05 03:25:59,9435
2019-11-05 03:26:59,9435
2019-11-05 03:27:59,9434
2019-11-05 03:28:59,9431.5
2019-11-05 03:29:58,9429.5
2019-11-05 03:30:59,9429
2019-11-05 03:31:59,9433.5
2019-11-05 03:32:59,9436.5
2019-11-05 03:33:58,9436.5
2019-11-05 03:34:59,9436
2019-11-05 03:35:54,9436.5
2019-11-05 03:36:59,9436
2019-11-05 03:37:59,9432.5
2019-11-05 03:38:57,9432
2019-11-05 03:39:54,9432
2019-11-05 03:40:58,9429.5
2019-11-05 03:41:50,9429.5
2019-11-05 03:42:56,9429.5
2019-11-05 03:43:58,9429.5
2019-11-05 03:44:59,9434.5
2019-11-05 03:45:59,9434
2019-11-05 03:46:59,9440
2019-11-05 03:47:58,9439.5
