"Index","Price"
2019-11-02 00:00:59,9270
2019-11-02 00:01:58,9278.5
2019-11-02 00:02:59,9276
2019-11-02 00:03:58,9272
2019-11-02 00:04:59,9275
2019-11-02 00:05:59,9277
2019-11-02 00:06:59,9276.5
2019-11-02 00:07:59,9287
2019-11-02 00:08:57,9285.5
2019-11-02 00:09:59,9292.5
2019-11-02 00:10:57,9282.5
2019-11-02 00:11:59,9270
2019-11-02 00:12:59,9270
2019-11-02 00:13:59,9272.5
2019-11-02 00:14:59,9279.5
2019-11-02 00:15:57,9286
2019-11-02 00:16:59,9285.5
2019-11-02 00:17:59,9287.5
2019-11-02 00:18:58,9274
2019-11-02 00:19:59,9274.5
2019-11-02 00:20:56,9265.5
2019-11-02 00:21:59,9244
2019-11-02 00:22:59,9250
2019-11-02 00:23:59,9257.5
2019-11-02 00:24:57,9256.5
2019-11-02 00:25:58,9256.5
2019-11-02 00:26:59,9254
2019-11-02 00:27:57,9254
2019-11-02 00:28:59,9253.5
2019-11-02 00:29:59,9254
2019-11-02 00:30:59,9253.5
2019-11-02 00:31:58,9243.5
2019-11-02 00:32:59,9244.5
2019-11-02 00:33:59,9247.5
2019-11-02 00:34:59,9263.5
2019-11-02 00:35:57,9258
2019-11-02 00:36:59,9262.5
2019-11-02 00:37:59,9263
2019-11-02 00:38:59,9263
2019-11-02 00:39:56,9260.5
2019-11-02 00:40:57,9260.5
2019-11-02 00:41:59,9260.5
2019-11-02 00:42:58,9261
2019-11-02 00:43:58,9252
2019-11-02 00:44:56,9251
2019-11-02 00:45:55,9251
2019-11-02 00:46:59,9250.5
2019-11-02 00:47:52,9251
2019-11-02 00:48:58,9250.5
2019-11-02 00:49:57,9251
2019-11-02 00:50:54,9257.5
2019-11-02 00:51:57,9264
2019-11-02 00:52:59,9260.5
2019-11-02 00:53:58,9263.5
2019-11-02 00:54:58,9268.5
2019-11-02 00:55:59,9274.5
2019-11-02 00:56:58,9269
2019-11-02 00:57:58,9271
2019-11-02 00:58:58,9272.5
2019-11-02 00:59:58,9272
2019-11-02 01:00:58,9272.5
2019-11-02 01:01:59,9272.5
2019-11-02 01:02:59,9272.5
2019-11-02 01:03:59,9276.5
2019-11-02 01:04:59,9276.5
2019-11-02 01:05:57,9276
2019-11-02 01:06:59,9277.5
2019-11-02 01:07:59,9285.5
2019-11-02 01:08:59,9289
2019-11-02 01:09:59,9289
2019-11-02 01:10:59,9280
2019-11-02 01:11:58,9283.5
2019-11-02 01:12:59,9283
2019-11-02 01:13:59,9287
2019-11-02 01:14:59,9288
2019-11-02 01:15:59,9295.5
2019-11-02 01:16:59,9289.5
2019-11-02 01:17:59,9281.5
2019-11-02 01:18:59,9272
2019-11-02 01:19:59,9266.5
2019-11-02 01:20:59,9275.5
2019-11-02 01:21:59,9269
2019-11-02 01:22:59,9271
2019-11-02 01:23:59,9268.5
2019-11-02 01:24:59,9268.5
2019-11-02 01:25:59,9269.5
2019-11-02 01:26:59,9281
2019-11-02 01:27:59,9281
2019-11-02 01:28:58,9280.5
2019-11-02 01:29:56,9281
2019-11-02 01:30:59,9289
2019-11-02 01:31:59,9281
2019-11-02 01:32:59,9277
2019-11-02 01:33:59,9282
2019-11-02 01:34:59,9282
2019-11-02 01:35:59,9272.5
2019-11-02 01:36:59,9269
2019-11-02 01:37:58,9272.5
2019-11-02 01:38:59,9273
2019-11-02 01:39:59,9273
2019-11-02 01:40:59,9272.5
2019-11-02 01:41:59,9282
2019-11-02 01:42:59,9280.5
2019-11-02 01:43:59,9280.5
2019-11-02 01:44:59,9275
2019-11-02 01:45:59,9262.5
2019-11-02 01:46:59,9255.5
2019-11-02 01:47:59,9262.5
2019-11-02 01:48:55,9263
2019-11-02 01:49:59,9259.5
2019-11-02 01:50:59,9256
2019-11-02 01:51:56,9256
2019-11-02 01:52:57,9262.5
2019-11-02 01:53:55,9268.5
2019-11-02 01:54:58,9263
2019-11-02 01:55:59,9257.5
2019-11-02 01:56:58,9257.5
2019-11-02 01:57:58,9259.5
2019-11-02 01:58:53,9260.5
2019-11-02 01:59:59,9260.5
2019-11-02 02:00:59,9266
2019-11-02 02:01:57,9266.5
2019-11-02 02:02:58,9261.5
2019-11-02 02:03:58,9261.5
2019-11-02 02:04:58,9262
2019-11-02 02:05:54,9262
2019-11-02 02:06:58,9261.5
2019-11-02 02:07:59,9261.5
2019-11-02 02:08:59,9261
2019-11-02 02:09:59,9252
2019-11-02 02:10:59,9252
2019-11-02 02:11:59,9250
2019-11-02 02:12:57,9247
2019-11-02 02:13:59,9248
2019-11-02 02:14:59,9254
2019-11-02 02:15:59,9257
2019-11-02 02:16:59,9257.5
2019-11-02 02:17:57,9252
2019-11-02 02:18:59,9247.5
2019-11-02 02:19:59,9246.5
2019-11-02 02:20:56,9246.5
2019-11-02 02:21:58,9246
2019-11-02 02:22:59,9246.5
2019-11-02 02:23:58,9246
2019-11-02 02:24:59,9240
2019-11-02 02:25:59,9233.5
2019-11-02 02:26:59,9239
2019-11-02 02:27:59,9239
2019-11-02 02:28:53,9239
2019-11-02 02:29:57,9239
2019-11-02 02:30:59,9239
2019-11-02 02:31:59,9239
2019-11-02 02:32:59,9240
2019-11-02 02:33:59,9242
2019-11-02 02:34:59,9244.5
2019-11-02 02:35:59,9244
2019-11-02 02:36:59,9244.5
2019-11-02 02:37:59,9244.5
2019-11-02 02:38:59,9244.5
2019-11-02 02:39:58,9244.5
2019-11-02 02:40:59,9244.5
2019-11-02 02:41:57,9244.5
2019-11-02 02:42:57,9244
2019-11-02 02:43:58,9249
2019-11-02 02:44:59,9250.5
2019-11-02 02:45:59,9259
2019-11-02 02:46:58,9259.5
2019-11-02 02:47:57,9256
2019-11-02 02:48:59,9262
2019-11-02 02:49:59,9266.5
2019-11-02 02:50:59,9261.5
2019-11-02 02:51:59,9257
2019-11-02 02:52:54,9255.5
2019-11-02 02:53:56,9255.5
2019-11-02 02:54:59,9259.5
2019-11-02 02:55:54,9260
2019-11-02 02:56:54,9260
2019-11-02 02:57:59,9264.5
2019-11-02 02:58:57,9267
2019-11-02 02:59:59,9273
