"Index","Price"
2019-09-30 00:00:59,8064
2019-09-30 00:01:59,8060
2019-09-30 00:02:59,8058
2019-09-30 00:03:59,8054.5
2019-09-30 00:04:58,8054
2019-09-30 00:05:59,8044.5
2019-09-30 00:06:59,8044
2019-09-30 00:07:59,8041.5
2019-09-30 00:08:58,8041.5
2019-09-30 00:09:59,8035.5
2019-09-30 00:10:59,8037
2019-09-30 00:11:59,8044
2019-09-30 00:12:59,8047
2019-09-30 00:13:58,8055
2019-09-30 00:14:59,8052
2019-09-30 00:15:58,8058
2019-09-30 00:16:58,8055.5
2019-09-30 00:17:59,8055.5
2019-09-30 00:18:58,8055.5
2019-09-30 00:19:59,8055
2019-09-30 00:20:59,8057
2019-09-30 00:21:59,8050
2019-09-30 00:22:59,8050
2019-09-30 00:23:57,8050
2019-09-30 00:24:59,8037
2019-09-30 00:25:59,8037.5
2019-09-30 00:26:59,8042.5
2019-09-30 00:27:57,8042.5
2019-09-30 00:28:59,8043.5
2019-09-30 00:29:59,8037.5
2019-09-30 00:30:59,8038
2019-09-30 00:31:59,8037
2019-09-30 00:32:59,8031
2019-09-30 00:33:59,8035
2019-09-30 00:34:57,8032.5
2019-09-30 00:35:59,8032
2019-09-30 00:36:59,8030
2019-09-30 00:37:58,8027
2019-09-30 00:38:59,8016
2019-09-30 00:39:59,8017
2019-09-30 00:40:59,8027.5
2019-09-30 00:41:58,8028
2019-09-30 00:42:59,8028.5
2019-09-30 00:43:58,8021.5
2019-09-30 00:44:59,8018.5
2019-09-30 00:45:59,8028
2019-09-30 00:46:59,8028.5
2019-09-30 00:47:59,8030
2019-09-30 00:48:59,8030
2019-09-30 00:49:58,8030.5
2019-09-30 00:50:58,8030.5
2019-09-30 00:51:59,8033.5
2019-09-30 00:52:59,8031.5
2019-09-30 00:53:57,8031
2019-09-30 00:54:58,8031
2019-09-30 00:55:58,8031
2019-09-30 00:56:57,8031.5
2019-09-30 00:57:59,8026
2019-09-30 00:58:57,8022.5
2019-09-30 00:59:59,8016.5
2019-09-30 01:00:59,8016
2019-09-30 01:01:59,8020
2019-09-30 01:02:59,8027.5
2019-09-30 01:03:59,8018
2019-09-30 01:04:58,8016.5
2019-09-30 01:05:59,8016.5
2019-09-30 01:06:57,8017
2019-09-30 01:07:58,8014
2019-09-30 01:08:59,8003.5
2019-09-30 01:09:57,8003.5
2019-09-30 01:10:59,7998.5
2019-09-30 01:11:58,8001.5
2019-09-30 01:12:58,7995.5
2019-09-30 01:13:59,7995.5
2019-09-30 01:14:59,7992
2019-09-30 01:15:59,7988
2019-09-30 01:16:59,7989
2019-09-30 01:17:59,7991.5
2019-09-30 01:18:57,7992
2019-09-30 01:19:59,8003.5
2019-09-30 01:20:59,8004
2019-09-30 01:21:59,8008
2019-09-30 01:22:59,8002
2019-09-30 01:23:59,7994.5
2019-09-30 01:24:59,8001
2019-09-30 01:25:59,8001
2019-09-30 01:26:59,8000.5
2019-09-30 01:27:59,8004.5
2019-09-30 01:28:59,8006.5
2019-09-30 01:29:58,8015
2019-09-30 01:30:59,8014.5
2019-09-30 01:31:57,8011.5
2019-09-30 01:32:57,8011.5
2019-09-30 01:33:58,8014.5
2019-09-30 01:34:57,8009.5
2019-09-30 01:35:57,8006
2019-09-30 01:36:57,8006.5
2019-09-30 01:37:59,8006.5
2019-09-30 01:38:57,8004
2019-09-30 01:39:59,8003.5
2019-09-30 01:40:59,8001
2019-09-30 01:41:57,8000
2019-09-30 01:42:57,8000.5
2019-09-30 01:43:58,7997.5
2019-09-30 01:44:57,8003
2019-09-30 01:45:57,8002.5
2019-09-30 01:46:57,8008
2019-09-30 01:47:59,8007.5
2019-09-30 01:48:58,8013
2019-09-30 01:49:59,8013
2019-09-30 01:50:59,8016
2019-09-30 01:51:57,8019
2019-09-30 01:52:59,8019.5
2019-09-30 01:53:59,8017
2019-09-30 01:54:57,8017
2019-09-30 01:55:58,8016.5
2019-09-30 01:56:59,8016.5
2019-09-30 01:57:59,8020
2019-09-30 01:58:58,8020
2019-09-30 01:59:59,8021
2019-09-30 02:00:59,8020.5
2019-09-30 02:01:57,8020.5
2019-09-30 02:02:59,8020.5
2019-09-30 02:03:59,8017
2019-09-30 02:04:59,8014
2019-09-30 02:05:59,8011.5
2019-09-30 02:06:59,8012
2019-09-30 02:07:58,8010
2019-09-30 02:08:58,8007.5
2019-09-30 02:09:59,8007.5
2019-09-30 02:10:57,8008
2019-09-30 02:11:59,8007.5
2019-09-30 02:12:57,8008
2019-09-30 02:13:59,8007.5
2019-09-30 02:14:57,8008
2019-09-30 02:15:58,8007.5
2019-09-30 02:16:57,8008
2019-09-30 02:17:57,8007.5
2019-09-30 02:18:57,8008
2019-09-30 02:19:58,8008
2019-09-30 02:20:59,8008
2019-09-30 02:21:59,8008
2019-09-30 02:22:57,8008
2019-09-30 02:23:57,8007.5
2019-09-30 02:24:59,8008
2019-09-30 02:25:59,8017.5
2019-09-30 02:26:59,8016.5
2019-09-30 02:27:58,8016
2019-09-30 02:28:57,8016.5
2019-09-30 02:29:59,8015
2019-09-30 02:30:59,8012.5
2019-09-30 02:31:59,8004
2019-09-30 02:32:59,7994
2019-09-30 02:33:58,7997
2019-09-30 02:34:57,7997
2019-09-30 02:35:58,7996.5
2019-09-30 02:36:59,7993.5
2019-09-30 02:37:57,7993.5
2019-09-30 02:38:59,7988
2019-09-30 02:39:57,7988
2019-09-30 02:40:59,7979.5
2019-09-30 02:41:59,7986.5
2019-09-30 02:42:59,7978.5
2019-09-30 02:43:59,7988.5
2019-09-30 02:44:58,7981
2019-09-30 02:45:58,7967.5
2019-09-30 02:46:59,7970.5
2019-09-30 02:47:59,7976
2019-09-30 02:48:58,7976
2019-09-30 02:49:59,7975.5
